1,2333304,2284132,2375140,955071
2,3751291,3900620,4230008,1577074
4,3497459,7311076,8963118,3076916
8,9709244,7176127,7666351,2759491
16,5118874,5044530,5250290,3024373
32,4041224,4499612,4765378,2789491
40,4909058,5345400,3150032,2871012
64,4928359,5912172,3380185,2574963
80,3723203,4735877,2386463,2511249
